pharmacy_id,pharmacy_name,district,city,ownership,availability_status
PHR0383,Amravati Care Store,Amravati,Amravati,Private,Closed
PHR0384,Achalpur Health Pharmacy,Amravati,Achalpur,Private,Open
PHR0385,Rahuri Care Dispensary,Ahmednagar,Rahuri,Private,Open
PHR0386,Pachora Care Dispensary,Jalgaon,Pachora,Private,Open
PHR0387,Amalner Medical Store,Jalgaon,Amalner,Private,Closed
PHR0388,Kolhapur Health Dispensary,Kolhapur,Kolhapur,Private,Closed
PHR0389,Sinnar Medical Store,Nashik,Sinnar,Private,Open
PHR0390,Pandharpur Wellness Store,Solapur,Pandharpur,Government,Open
PHR0391,Pachora Care Pharmacy,Jalgaon,Pachora,Private,Open
PHR0392,Chopda Wellness Chemist,Jalgaon,Chopda,Government,Closed
PHR0393,Pune Medical Chemist,Pune,Pune,Private,Open
PHR0394,Latur Medical Chemist,Latur,Latur,Private,Open
PHR0395,Chopda Wellness Dispensary,Jalgaon,Chopda,Government,Open
PHR0396,Uran Pharma Dispensary,Raigad,Uran,Private,Open
PHR0397,Kamptee Care Dispensary,Nagpur,Kamptee,Government,Open
PHR0398,Rahuri Health Chemist,Ahmednagar,Rahuri,Private,Open
PHR0399,Alibag Care Store,Raigad,Alibag,Private,Closed
PHR0400,Daryapur Wellness Chemist,Amravati,Daryapur,Private,Open
PHR0401,Nagpur Care Dispensary,Nagpur,Nagpur,Private,Open
PHR0402,Kagal Medical Dispensary,Kolhapur,Kagal,Government,Open
PHR0403,Wai Medical Dispensary,Satara,Wai,Government,Open
PHR0404,Udgir Care Chemist,Latur,Udgir,Government,Open
PHR0405,Baramati Health Pharmacy,Pune,Baramati,Private,Open
PHR0406,Talegaon Care Store,Pune,Talegaon,Private,Open
PHR0407,Ahmednagar Health Store,Ahmednagar,Ahmednagar,Private,Open
PHR0408,Shirpur Medical Pharmacy,Dhule,Shirpur,Government,Open
PHR0409,Hatkanangle Health Pharmacy,Kolhapur,Hatkanangle,Private,Open
PHR0410,Vaijapur Pharma Store,Aurangabad,Vaijapur,Private,Closed
PHR0411,Wai Health Chemist,Satara,Wai,Government,Open
PHR0412,Nandurbar Medical Store,Dhule,Nandurbar,Government,Open
PHR0413,Sillod Medical Store,Aurangabad,Sillod,Private,Closed
PHR0414,Dhule Care Store,Dhule,Dhule,Private,Open
PHR0415,Hatkanangle Health Dispensary,Kolhapur,Hatkanangle,Government,Open
PHR0416,Shirur Care Chemist,Pune,Shirur,Private,Open
PHR0417,Bhusawal Pharma Store,Jalgaon,Bhusawal,Private,Open
PHR0418,Nandurbar Wellness Chemist,Dhule,Nandurbar,Private,Closed
PHR0419,Jalgaon Care Dispensary,Jalgaon,Jalgaon,Private,Open
PHR0420,Borivali Pharma Chemist,Mumbai,Borivali,Private,Open
PHR0421,Niphad Wellness Dispensary,Nashik,Niphad,Government,Open
PHR0422,Talegaon Wellness Chemist,Pune,Talegaon,Private,Closed
PHR0423,Hingna Medical Chemist,Nagpur,Hingna,Private,Open
PHR0424,Sangamner Health Dispensary,Ahmednagar,Sangamner,Private,Closed
PHR0425,Ausa Care Pharmacy,Latur,Ausa,Government,Open
PHR0426,Karad Wellness Pharmacy,Satara,Karad,Government,Open
PHR0427,Tasgaon Medical Chemist,Sangli,Tasgaon,Private,Open
PHR0428,Amravati Care Chemist,Amravati,Amravati,Private,Open
PHR0429,Vaijapur Care Pharmacy,Aurangabad,Vaijapur,Government,Closed
PHR0430,Hatkanangle Wellness Dispensary,Kolhapur,Hatkanangle,Private,Open
PHR0431,Sillod Wellness Store,Aurangabad,Sillod,Government,Open
PHR0432,Dadar Medical Dispensary,Mumbai,Dadar,Government,Open
PHR0433,Pandharpur Medical Pharmacy,Solapur,Pandharpur,Private,Open
PHR0434,Shirpur Health Store,Dhule,Shirpur,Private,Open
PHR0435,Solapur Pharma Chemist,Solapur,Solapur,Private,Open
PHR0436,Warud Health Store,Amravati,Warud,Private,Open
PHR0437,Nilanga Health Pharmacy,Latur,Nilanga,Private,Open
PHR0438,Kagal Wellness Store,Kolhapur,Kagal,Private,Open
PHR0439,Kurla Pharma Chemist,Mumbai,Kurla,Private,Open
PHR0440,Dadar Care Dispensary,Mumbai,Dadar,Private,Open
PHR0441,Gangapur Health Pharmacy,Aurangabad,Gangapur,Private,Open
PHR0442,Mumbai Pharma Dispensary,Mumbai,Mumbai,Private,Open
PHR0443,Bhusawal Care Store,Jalgaon,Bhusawal,Government,Closed
PHR0444,Jalgaon Wellness Chemist,Jalgaon,Jalgaon,Private,Open
PHR0445,Wai Health Store,Satara,Wai,Private,Open
PHR0446,Mangalvedhe Health Dispensary,Solapur,Mangalvedhe,Private,Open
PHR0447,Kupwad Wellness Dispensary,Sangli,Kupwad,Private,Open
PHR0448,Kagal Care Chemist,Kolhapur,Kagal,Private,Open
PHR0449,Uran Health Dispensary,Raigad,Uran,Private,Open
PHR0450,Radhanagari Care Store,Kolhapur,Radhanagari,Private,Open
PHR0451,Kopargaon Health Dispensary,Ahmednagar,Kopargaon,Government,Open
PHR0452,Kopargaon Wellness Pharmacy,Ahmednagar,Kopargaon,Government,Closed
PHR0453,Sakri Health Dispensary,Dhule,Sakri,Private,Open
PHR0454,Solapur Wellness Pharmacy,Solapur,Solapur,Private,Open
PHR0455,Uran Health Chemist,Raigad,Uran,Government,Open
PHR0456,Dadar Health Pharmacy,Mumbai,Dadar,Government,Closed
PHR0457,Gangapur Pharma Chemist,Aurangabad,Gangapur,Private,Open
PHR0458,Kurla Care Store,Mumbai,Kurla,Private,Open
PHR0459,Wai Wellness Store,Satara,Wai,Government,Open
PHR0460,Sangli Wellness Store,Sangli,Sangli,Private,Closed
PHR0461,Mumbai Pharma Pharmacy,Mumbai,Mumbai,Government,Open
PHR0462,Rahuri Pharma Store,Ahmednagar,Rahuri,Government,Open
PHR0463,Khanapur Medical Store,Sangli,Khanapur,Private,Closed
PHR0464,Nilanga Medical Pharmacy,Latur,Nilanga,Government,Closed
PHR0465,Nashik Pharma Chemist,Nashik,Nashik,Private,Open
PHR0466,Sillod Medical Chemist,Aurangabad,Sillod,Private,Open
PHR0467,Hingna Care Store,Nagpur,Hingna,Private,Open
PHR0468,Phaltan Care Pharmacy,Satara,Phaltan,Private,Open
PHR0469,Radhanagari Pharma Dispensary,Kolhapur,Radhanagari,Government,Open
PHR0470,Hingna Health Chemist,Nagpur,Hingna,Government,Open
PHR0471,Mahabaleshwar Pharma Dispensary,Satara,Mahabaleshwar,Government,Open
PHR0472,Igatpuri Health Dispensary,Nashik,Igatpuri,Private,Open
PHR0473,Udgir Care Dispensary,Latur,Udgir,Private,Open
PHR0474,Rahuri Wellness Chemist,Ahmednagar,Rahuri,Government,Open
PHR0475,Mangalvedhe Pharma Chemist,Solapur,Mangalvedhe,Private,Closed
PHR0476,Sillod Pharma Dispensary,Aurangabad,Sillod,Private,Open
PHR0477,Phaltan Care Dispensary,Satara,Phaltan,Government,Open
PHR0478,Hingna Medical Chemist,Nagpur,Hingna,Government,Open
PHR0479,Miraj Health Chemist,Sangli,Miraj,Government,Open
PHR0480,Sindkhede Wellness Chemist,Dhule,Sindkhede,Private,Open
PHR0481,Achalpur Medical Chemist,Amravati,Achalpur,Private,Open
PHR0482,Paithan Medical Store,Aurangabad,Paithan,Private,Open
PHR0483,Igatpuri Care Chemist,Nashik,Igatpuri,Government,Open
PHR0484,Achalpur Health Dispensary,Amravati,Achalpur,Government,Closed
PHR0485,Pimpri-Chinchwad Pharma Dispensary,Pune,Pimpri-Chinchwad,Private,Open
PHR0486,Shrirampur Medical Store,Ahmednagar,Shrirampur,Private,Open
PHR0487,Aurangabad Medical Dispensary,Aurangabad,Aurangabad,Private,Open
PHR0488,Kopargaon Care Chemist,Ahmednagar,Kopargaon,Private,Open
PHR0489,Karjat Pharma Store,Raigad,Karjat,Private,Open
PHR0490,Latur Wellness Chemist,Latur,Latur,Private,Closed
PHR0491,Tasgaon Medical Dispensary,Sangli,Tasgaon,Government,Open
PHR0492,Dadar Wellness Store,Mumbai,Dadar,Private,Open
PHR0493,Borivali Wellness Chemist,Mumbai,Borivali,Private,Open
PHR0494,Kupwad Pharma Store,Sangli,Kupwad,Private,Closed
PHR0495,Katol Pharma Store,Nagpur,Katol,Government,Open
PHR0496,Amalner Pharma Chemist,Jalgaon,Amalner,Private,Open
PHR0497,Baramati Pharma Pharmacy,Pune,Baramati,Government,Closed
PHR0498,Katol Pharma Chemist,Nagpur,Katol,Private,Open
PHR0499,Udgir Medical Chemist,Latur,Udgir,Private,Open
PHR0500,Daryapur Pharma Chemist,Amravati,Daryapur,Government,Open
PHR0501,Karad Medical Pharmacy,Satara,Karad,Private,Open
PHR0502,Hingna Care Pharmacy,Nagpur,Hingna,Private,Open
PHR0503,Nilanga Medical Chemist,Latur,Nilanga,Private,Open
PHR0504,Kupwad Care Pharmacy,Sangli,Kupwad,Government,Open
PHR0505,Nagpur Health Chemist,Nagpur,Nagpur,Private,Closed
PHR0506,Andheri Health Dispensary,Mumbai,Andheri,Private,Open
PHR0507,Alibag Medical Pharmacy,Raigad,Alibag,Private,Closed
PHR0508,Barshi Pharma Chemist,Solapur,Barshi,Private,Closed
PHR0509,Sindkhede Medical Pharmacy,Dhule,Sindkhede,Government,Open
PHR0510,Morshi Medical Chemist,Amravati,Morshi,Private,Open
PHR0511,Pachora Wellness Store,Jalgaon,Pachora,Government,Open
PHR0512,Warud Care Store,Amravati,Warud,Private,Open
PHR0513,Mahabaleshwar Pharma Store,Satara,Mahabaleshwar,Private,Open
PHR0514,Ausa Care Store,Latur,Ausa,Government,Open
PHR0515,Panvel Medical Chemist,Raigad,Panvel,Private,Closed
PHR0516,Mumbai Health Store,Mumbai,Mumbai,Private,Open
PHR0517,Aurangabad Medical Chemist,Aurangabad,Aurangabad,Private,Open
PHR0518,Sangamner Care Store,Ahmednagar,Sangamner,Government,Open
PHR0519,Radhanagari Medical Dispensary,Kolhapur,Radhanagari,Private,Open
PHR0520,Niphad Health Pharmacy,Nashik,Niphad,Private,Open
PHR0521,Panvel Health Pharmacy,Raigad,Panvel,Private,Open
PHR0522,Paithan Pharma Chemist,Aurangabad,Paithan,Private,Open
PHR0523,Nagpur Wellness Chemist,Nagpur,Nagpur,Government,Open
PHR0524,Chopda Pharma Pharmacy,Jalgaon,Chopda,Private,Open
PHR0525,Pen Wellness Dispensary,Raigad,Pen,Government,Open
PHR0526,Uran Pharma Chemist,Raigad,Uran,Private,Open
PHR0527,Jalgaon Wellness Store,Jalgaon,Jalgaon,Government,Open
PHR0528,Katol Pharma Pharmacy,Nagpur,Katol,Private,Open
PHR0529,Pandharpur Wellness Pharmacy,Solapur,Pandharpur,Private,Open
PHR0530,Kupwad Health Chemist,Sangli,Kupwad,Private,Open
PHR0531,Dadar Health Dispensary,Mumbai,Dadar,Government,Open
PHR0532,Shirpur Health Dispensary,Dhule,Shirpur,Private,Open
PHR0533,Nandurbar Care Pharmacy,Dhule,Nandurbar,Private,Closed
PHR0534,Borivali Care Pharmacy,Mumbai,Borivali,Government,Closed
PHR0535,Kamptee Health Pharmacy,Nagpur,Kamptee,Private,Open
PHR0536,Udgir Pharma Dispensary,Latur,Udgir,Private,Open
PHR0537,Karad Medical Dispensary,Satara,Karad,Government,Closed
PHR0538,Ausa Health Pharmacy,Latur,Ausa,Private,Open
PHR0539,Mahabaleshwar Care Dispensary,Satara,Mahabaleshwar,Private,Open
PHR0540,Dhule Health Dispensary,Dhule,Dhule,Government,Open
PHR0541,Pen Pharma Chemist,Raigad,Pen,Government,Open
PHR0542,Butibori Wellness Store,Nagpur,Butibori,Private,Open
PHR0543,Morshi Medical Chemist,Amravati,Morshi,Private,Open
PHR0544,Butibori Medical Chemist,Nagpur,Butibori,Private,Open
PHR0545,Kopargaon Health Store,Ahmednagar,Kopargaon,Private,Open
PHR0546,Sillod Pharma Pharmacy,Aurangabad,Sillod,Private,Open
PHR0547,Chopda Health Dispensary,Jalgaon,Chopda,Government,Open
PHR0548,Kupwad Care Store,Sangli,Kupwad,Private,Open
PHR0549,Baramati Care Store,Pune,Baramati,Private,Open
PHR0550,Pune Pharma Pharmacy,Pune,Pune,Private,Open
PHR0551,Daryapur Pharma Dispensary,Amravati,Daryapur,Private,Open
PHR0552,Katol Health Chemist,Nagpur,Katol,Private,Open
PHR0553,Achalpur Medical Store,Amravati,Achalpur,Private,Closed
PHR0554,Achalpur Wellness Chemist,Amravati,Achalpur,Private,Open
PHR0555,Pune Medical Chemist,Pune,Pune,Private,Closed
PHR0556,Hatkanangle Pharma Dispensary,Kolhapur,Hatkanangle,Private,Open
PHR0557,Sangli Medical Chemist,Sangli,Sangli,Private,Closed
PHR0558,Kolhapur Medical Store,Kolhapur,Kolhapur,Private,Open
PHR0559,Amalner Medical Pharmacy,Jalgaon,Amalner,Private,Open
PHR0560,Hingna Wellness Chemist,Nagpur,Hingna,Private,Closed
PHR0561,Paithan Care Dispensary,Aurangabad,Paithan,Government,Open
PHR0562,Daryapur Health Chemist,Amravati,Daryapur,Private,Open
PHR0563,Malegaon Health Dispensary,Nashik,Malegaon,Private,Open
PHR0564,Rahuri Pharma Chemist,Ahmednagar,Rahuri,Government,Open
PHR0565,Gangapur Medical Pharmacy,Aurangabad,Gangapur,Government,Open
PHR0566,Mangalvedhe Care Pharmacy,Solapur,Mangalvedhe,Private,Open
PHR0567,Niphad Wellness Dispensary,Nashik,Niphad,Private,Open
PHR0568,Alibag Wellness Store,Raigad,Alibag,Government,Open
PHR0569,Kamptee Medical Store,Nagpur,Kamptee,Private,Open
PHR0570,Amravati Pharma Chemist,Amravati,Amravati,Private,Closed
PHR0571,Ichalkaranji Care Chemist,Kolhapur,Ichalkaranji,Private,Open
PHR0572,Tasgaon Pharma Chemist,Sangli,Tasgaon,Private,Open
PHR0573,Kolhapur Health Dispensary,Kolhapur,Kolhapur,Private,Open
PHR0574,Pen Pharma Chemist,Raigad,Pen,Government,Open
PHR0575,Udgir Care Pharmacy,Latur,Udgir,Private,Open
PHR0576,Mahabaleshwar Wellness Chemist,Satara,Mahabaleshwar,Private,Open
PHR0577,Dhule Health Pharmacy,Dhule,Dhule,Private,Open
PHR0578,Pachora Pharma Pharmacy,Jalgaon,Pachora,Government,Open
PHR0579,Tasgaon Pharma Store,Sangli,Tasgaon,Private,Open
PHR0580,Warud Wellness Store,Amravati,Warud,Government,Open
PHR0581,Kurla Wellness Store,Mumbai,Kurla,Private,Closed
PHR0582,Paithan Medical Chemist,Aurangabad,Paithan,Private,Closed
PHR0583,Deoni Medical Store,Latur,Deoni,Government,Open
PHR0584,Dhule Care Dispensary,Dhule,Dhule,Private,Open
PHR0585,Alibag Medical Chemist,Raigad,Alibag,Government,Open
PHR0586,Warud Pharma Chemist,Amravati,Warud,Private,Closed
PHR0587,Alibag Pharma Pharmacy,Raigad,Alibag,Private,Open
PHR0588,Barshi Medical Chemist,Solapur,Barshi,Private,Open
PHR0589,Shirur Medical Store,Pune,Shirur,Private,Open
PHR0590,Sangli Pharma Chemist,Sangli,Sangli,Private,Open
PHR0591,Baramati Health Store,Pune,Baramati,Government,Closed
PHR0592,Pimpri-Chinchwad Medical Store,Pune,Pimpri-Chinchwad,Private,Open
PHR0593,Hingna Wellness Store,Nagpur,Hingna,Government,Open
PHR0594,Pachora Wellness Pharmacy,Jalgaon,Pachora,Private,Open
PHR0595,Nashik Wellness Dispensary,Nashik,Nashik,Private,Open
PHR0596,Ichalkaranji Pharma Store,Kolhapur,Ichalkaranji,Government,Open
PHR0597,Sangli Pharma Pharmacy,Sangli,Sangli,Private,Open
PHR0598,Sinnar Pharma Chemist,Nashik,Sinnar,Government,Open
PHR0599,Sangli Wellness Dispensary,Sangli,Sangli,Private,Closed
PHR0600,Phaltan Pharma Pharmacy,Satara,Phaltan,Private,Open
PHR0601,Pimpri-Chinchwad Wellness Chemist,Pune,Pimpri-Chinchwad,Private,Open
PHR0602,Ichalkaranji Health Pharmacy,Kolhapur,Ichalkaranji,Private,Open
PHR0603,Katol Wellness Store,Nagpur,Katol,Government,Open
PHR0604,Warud Medical Dispensary,Amravati,Warud,Private,Closed
PHR0605,Barshi Health Dispensary,Solapur,Barshi,Private,Open
PHR0606,Pachora Health Dispensary,Jalgaon,Pachora,Government,Closed
PHR0607,Khanapur Care Dispensary,Sangli,Khanapur,Private,Closed
PHR0608,Shirur Wellness Chemist,Pune,Shirur,Private,Open
PHR0609,Bhusawal Health Store,Jalgaon,Bhusawal,Government,Open
PHR0610,Pandharpur Health Store,Solapur,Pandharpur,Private,Open
PHR0611,Warud Pharma Pharmacy,Amravati,Warud,Private,Open
PHR0612,Vaijapur Health Chemist,Aurangabad,Vaijapur,Private,Open
PHR0613,Talegaon Wellness Store,Pune,Talegaon,Private,Open
PHR0614,Vaijapur Wellness Chemist,Aurangabad,Vaijapur,Government,Open
PHR0615,Borivali Care Store,Mumbai,Borivali,Private,Open
PHR0616,Uran Pharma Store,Raigad,Uran,Private,Open
PHR0617,Pandharpur Care Dispensary,Solapur,Pandharpur,Private,Open
PHR0618,Nilanga Wellness Pharmacy,Latur,Nilanga,Government,Closed
PHR0619,Miraj Care Dispensary,Sangli,Miraj,Government,Open
PHR0620,Sindkhede Pharma Dispensary,Dhule,Sindkhede,Private,Open
PHR0621,Pen Pharma Store,Raigad,Pen,Government,Open
PHR0622,Jalgaon Wellness Chemist,Jalgaon,Jalgaon,Private,Open
PHR0623,Mangalvedhe Medical Pharmacy,Solapur,Mangalvedhe,Government,Open
PHR0624,Karjat Wellness Store,Raigad,Karjat,Private,Closed
PHR0625,Amalner Pharma Pharmacy,Jalgaon,Amalner,Private,Open
PHR0626,Wai Wellness Pharmacy,Satara,Wai,Private,Open
PHR0627,Shrirampur Pharma Store,Ahmednagar,Shrirampur,Private,Open
PHR0628,Kurla Health Pharmacy,Mumbai,Kurla,Government,Closed
PHR0629,Mumbai Medical Dispensary,Mumbai,Mumbai,Private,Open
PHR0630,Morshi Medical Dispensary,Amravati,Morshi,Private,Open
PHR0631,Kupwad Health Chemist,Sangli,Kupwad,Private,Closed
PHR0632,Aurangabad Care Dispensary,Aurangabad,Aurangabad,Government,Closed
PHR0633,Sangamner Wellness Store,Ahmednagar,Sangamner,Private,Open
PHR0634,Chopda Wellness Store,Jalgaon,Chopda,Private,Closed
PHR0635,Ausa Pharma Dispensary,Latur,Ausa,Private,Open
PHR0636,Sillod Care Chemist,Aurangabad,Sillod,Private,Open
PHR0637,Hingna Medical Dispensary,Nagpur,Hingna,Private,Open
PHR0638,Sillod Health Pharmacy,Aurangabad,Sillod,Private,Open
PHR0639,Pune Health Dispensary,Pune,Pune,Private,Open
PHR0640,Borivali Pharma Chemist,Mumbai,Borivali,Private,Open
PHR0641,Kolhapur Health Pharmacy,Kolhapur,Kolhapur,Private,Open
PHR0642,Nashik Care Dispensary,Nashik,Nashik,Private,Closed
PHR0643,Sakri Health Store,Dhule,Sakri,Private,Closed
PHR0644,Sakri Care Dispensary,Dhule,Sakri,Private,Open
PHR0645,Mumbai Medical Chemist,Mumbai,Mumbai,Private,Open
PHR0646,Gangapur Wellness Pharmacy,Aurangabad,Gangapur,Private,Open
PHR0647,Pune Health Chemist,Pune,Pune,Private,Open
PHR0648,Mohol Health Dispensary,Solapur,Mohol,Private,Open
PHR0649,Pimpri-Chinchwad Health Pharmacy,Pune,Pimpri-Chinchwad,Private,Open
PHR0650,Ahmednagar Care Pharmacy,Ahmednagar,Ahmednagar,Government,Open
PHR0651,Morshi Pharma Chemist,Amravati,Morshi,Private,Open
PHR0652,Igatpuri Wellness Pharmacy,Nashik,Igatpuri,Private,Open
PHR0653,Talegaon Pharma Store,Pune,Talegaon,Private,Open
PHR0654,Niphad Pharma Store,Nashik,Niphad,Private,Open
PHR0655,Chopda Health Chemist,Jalgaon,Chopda,Private,Open
PHR0656,Kamptee Wellness Store,Nagpur,Kamptee,Private,Open
PHR0657,Satara Medical Chemist,Satara,Satara,Private,Open
PHR0658,Latur Health Pharmacy,Latur,Latur,Government,Open
PHR0659,Ahmednagar Health Store,Ahmednagar,Ahmednagar,Private,Open
PHR0660,Sinnar Medical Chemist,Nashik,Sinnar,Private,Open
PHR0661,Sangamner Wellness Dispensary,Ahmednagar,Sangamner,Government,Open
PHR0662,Panvel Wellness Chemist,Raigad,Panvel,Private,Closed
PHR0663,Gangapur Health Pharmacy,Aurangabad,Gangapur,Government,Open
PHR0664,Ichalkaranji Medical Chemist,Kolhapur,Ichalkaranji,Government,Closed
PHR0665,Pune Medical Dispensary,Pune,Pune,Government,Open
PHR0666,Shirur Health Chemist,Pune,Shirur,Private,Open
PHR0667,Mumbai Wellness Dispensary,Mumbai,Mumbai,Government,Open
PHR0668,Barshi Health Chemist,Solapur,Barshi,Private,Open
PHR0669,Pen Pharma Pharmacy,Raigad,Pen,Private,Open
PHR0670,Radhanagari Care Dispensary,Kolhapur,Radhanagari,Private,Open
PHR0671,Kagal Pharma Chemist,Kolhapur,Kagal,Private,Open
PHR0672,Gangapur Health Pharmacy,Aurangabad,Gangapur,Government,Open
PHR0673,Kagal Health Dispensary,Kolhapur,Kagal,Private,Open
PHR0674,Pune Health Store,Pune,Pune,Private,Open
PHR0675,Sakri Pharma Pharmacy,Dhule,Sakri,Private,Open
PHR0676,Pune Care Chemist,Pune,Pune,Private,Open
PHR0677,Hatkanangle Pharma Dispensary,Kolhapur,Hatkanangle,Private,Open
PHR0678,Paithan Pharma Chemist,Aurangabad,Paithan,Private,Closed
PHR0679,Latur Pharma Chemist,Latur,Latur,Government,Closed
PHR0680,Amravati Care Chemist,Amravati,Amravati,Private,Open
PHR0681,Shrirampur Health Store,Ahmednagar,Shrirampur,Private,Open
PHR0682,Wai Care Chemist,Satara,Wai,Government,Open
PHR0683,Sangamner Pharma Chemist,Ahmednagar,Sangamner,Private,Closed
PHR0684,Amalner Pharma Dispensary,Jalgaon,Amalner,Private,Open
PHR0685,Igatpuri Health Pharmacy,Nashik,Igatpuri,Private,Open
PHR0686,Kurla Care Dispensary,Mumbai,Kurla,Private,Open
PHR0687,Latur Health Pharmacy,Latur,Latur,Private,Open
PHR0688,Amravati Wellness Chemist,Amravati,Amravati,Private,Open
PHR0689,Latur Medical Chemist,Latur,Latur,Private,Open
PHR0690,Satara Care Dispensary,Satara,Satara,Private,Open
PHR0691,Gangapur Pharma Pharmacy,Aurangabad,Gangapur,Private,Closed
PHR0692,Igatpuri Pharma Store,Nashik,Igatpuri,Government,Open
PHR0693,Latur Pharma Chemist,Latur,Latur,Private,Open
PHR0694,Aurangabad Wellness Store,Aurangabad,Aurangabad,Private,Open
PHR0695,Ahmednagar Wellness Chemist,Ahmednagar,Ahmednagar,Private,Open
PHR0696,Amalner Care Store,Jalgaon,Amalner,Private,Open
PHR0697,Udgir Pharma Dispensary,Latur,Udgir,Private,Open
PHR0698,Latur Medical Dispensary,Latur,Latur,Government,Open
PHR0699,Nilanga Health Store,Latur,Nilanga,Government,Open
PHR0700,Nashik Wellness Dispensary,Nashik,Nashik,Government,Closed
PHR0701,Pandharpur Pharma Store,Solapur,Pandharpur,Government,Open
PHR0702,Phaltan Medical Chemist,Satara,Phaltan,Private,Open
PHR0703,Sinnar Care Chemist,Nashik,Sinnar,Government,Closed
PHR0704,Panvel Health Store,Raigad,Panvel,Private,Open
PHR0705,Khanapur Pharma Pharmacy,Sangli,Khanapur,Government,Open
PHR0706,Nagpur Care Store,Nagpur,Nagpur,Private,Open
PHR0707,Deoni Wellness Pharmacy,Latur,Deoni,Private,Closed
PHR0708,Amalner Medical Dispensary,Jalgaon,Amalner,Government,Open
PHR0709,Pimpri-Chinchwad Care Store,Pune,Pimpri-Chinchwad,Private,Open
PHR0710,Gangapur Medical Pharmacy,Aurangabad,Gangapur,Private,Open
PHR0711,Talegaon Care Pharmacy,Pune,Talegaon,Private,Open
PHR0712,Alibag Care Store,Raigad,Alibag,Private,Open
PHR0713,Shrirampur Health Chemist,Ahmednagar,Shrirampur,Government,Open
PHR0714,Barshi Wellness Pharmacy,Solapur,Barshi,Government,Open
PHR0715,Alibag Wellness Store,Raigad,Alibag,Private,Open
PHR0716,Pachora Medical Chemist,Jalgaon,Pachora,Private,Open
PHR0717,Shrirampur Medical Store,Ahmednagar,Shrirampur,Private,Open
PHR0718,Kolhapur Medical Store,Kolhapur,Kolhapur,Private,Open
PHR0719,Khanapur Medical Chemist,Sangli,Khanapur,Private,Open
PHR0720,Shrirampur Health Dispensary,Ahmednagar,Shrirampur,Private,Open
PHR0721,Sangamner Medical Store,Ahmednagar,Sangamner,Private,Open
PHR0722,Rahuri Wellness Chemist,Ahmednagar,Rahuri,Private,Open
PHR0723,Chopda Medical Dispensary,Jalgaon,Chopda,Private,Open
PHR0724,Ichalkaranji Health Chemist,Kolhapur,Ichalkaranji,Government,Open
PHR0725,Daryapur Wellness Chemist,Amravati,Daryapur,Government,Open
PHR0726,Malegaon Medical Dispensary,Nashik,Malegaon,Private,Open
PHR0727,Kopargaon Health Pharmacy,Ahmednagar,Kopargaon,Private,Open
PHR0728,Borivali Pharma Dispensary,Mumbai,Borivali,Private,Open
PHR0729,Daryapur Health Pharmacy,Amravati,Daryapur,Private,Open
PHR0730,Vaijapur Medical Dispensary,Aurangabad,Vaijapur,Government,Open
PHR0731,Dadar Medical Store,Mumbai,Dadar,Private,Open
PHR0732,Kupwad Wellness Chemist,Sangli,Kupwad,Private,Open
PHR0733,Pandharpur Care Chemist,Solapur,Pandharpur,Government,Closed
PHR0734,Gangapur Health Pharmacy,Aurangabad,Gangapur,Private,Open
PHR0735,Dhule Care Pharmacy,Dhule,Dhule,Government,Closed
PHR0736,Ausa Wellness Dispensary,Latur,Ausa,Private,Open
PHR0737,Pen Pharma Chemist,Raigad,Pen,Private,Closed
PHR0738,Hatkanangle Health Chemist,Kolhapur,Hatkanangle,Private,Open
PHR0739,Nagpur Pharma Chemist,Nagpur,Nagpur,Private,Open
PHR0740,Hatkanangle Pharma Store,Kolhapur,Hatkanangle,Private,Open
PHR0741,Deoni Care Store,Latur,Deoni,Government,Open
PHR0742,Kolhapur Pharma Pharmacy,Kolhapur,Kolhapur,Private,Open
PHR0743,Solapur Care Dispensary,Solapur,Solapur,Private,Open
PHR0744,Dhule Pharma Chemist,Dhule,Dhule,Private,Open
PHR0745,Talegaon Health Chemist,Pune,Talegaon,Government,Open
PHR0746,Udgir Care Store,Latur,Udgir,Government,Closed
PHR0747,Sillod Wellness Pharmacy,Aurangabad,Sillod,Private,Closed
PHR0748,Karad Care Store,Satara,Karad,Private,Open
PHR0749,Amalner Health Store,Jalgaon,Amalner,Private,Open
PHR0750,Gangapur Care Dispensary,Aurangabad,Gangapur,Private,Closed
PHR0751,Paithan Care Pharmacy,Aurangabad,Paithan,Private,Open
PHR0752,Kupwad Pharma Store,Sangli,Kupwad,Private,Closed
PHR0753,Sillod Health Store,Aurangabad,Sillod,Private,Closed
PHR0754,Dhule Medical Pharmacy,Dhule,Dhule,Private,Open
PHR0755,Pimpri-Chinchwad Health Pharmacy,Pune,Pimpri-Chinchwad,Private,Open
PHR0756,Pachora Health Pharmacy,Jalgaon,Pachora,Government,Closed
PHR0757,Pachora Wellness Dispensary,Jalgaon,Pachora,Private,Closed
PHR0758,Sillod Medical Chemist,Aurangabad,Sillod,Government,Closed
PHR0759,Mangalvedhe Care Chemist,Solapur,Mangalvedhe,Private,Open
PHR0760,Nilanga Pharma Chemist,Latur,Nilanga,Private,Open
PHR0761,Aurangabad Pharma Store,Aurangabad,Aurangabad,Government,Open
PHR0762,Karjat Health Dispensary,Raigad,Karjat,Government,Open
PHR0763,Wai Health Store,Satara,Wai,Government,Open
PHR0764,Udgir Pharma Store,Latur,Udgir,Government,Open
PHR0765,Phaltan Wellness Store,Satara,Phaltan,Private,Open
